, D, E, I, L, N, N1, N2, T, V, V*, mu, mu1, mu1', mu2, mu2',AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,SelfLoops,Stress,function_name,selected,Failed
7230, 15.75, 5129.86, 0.507937, 0.0634921, 126, 40, 86, 284.992, 325.705, 8, 6, 1, 1, 5, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortRemoveDupsInt,0,0
7231, 18.375, 8103.38, 0.435374, 0.0544218, 147, 49, 98, 450.188, 441, 8, 8, 0, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortRemoveDupsMPIInt,0,0
7232, 18.375, 8562.36, 0.435374, 0.0544218, 147, 49, 98, 475.687, 465.979, 8, 9, 1, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortRemoveDupsReal,0,0
7233, 39.625, 47824.7, 0.201893, 0.0252366, 317, 104, 213, 2656.93, 1206.93, 8, 14, 1, 1, 13, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortReverseInt,0,0
7234, 15.4741, 14139.7, 1.0023, 0.0646241, 240, 79, 161, 785.539, 913.765, 15.5098, 14, 1, 1, 13, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortSplit,0,0
7235, 15.4741, 13742.6, 1.0023, 0.0646241, 240, 79, 161, 763.48, 888.106, 15.5098, 13, 0, 1, 13, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortSplitReal,0,0
7236, 14.5569, 8510.58, 0.797537, 0.0686961, 169, 54, 115, 472.81, 584.644, 11.6096, 11, 0, 1, 11, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortStrWithPermutation,0,0
7237, 26.7881, 32548.7, 0.433388, 0.03733, 311, 99, 212, 1808.26, 1215.04, 11.6096, 15, 2, 1, 13, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortStrWithPermutation_Private,0,0
7238, 8.87194, 1827.62, 1.30858, 0.112715, 103, 34, 69, 101.534, 206, 11.6096, 4, 0, 1, 4, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortedInt,0,0
7239, 8.87194, 1827.62, 1.30858, 0.112715, 103, 34, 69, 101.534, 206, 11.6096, 4, 0, 1, 4, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortedMPIInt,0,0
7240, 8.87194, 1827.62, 1.30858, 0.112715, 103, 34, 69, 101.534, 206, 11.6096, 4, 0, 1, 4, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortedReal,0,0
7241, 19.75, 9361.5, 0.405063, 0.0506329, 158, 53, 105, 520.083, 474, 8, 8, 0, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSortedRemoveDupsInt,0,0
7242, 81.2256, 444819, 0.142931, 0.0123114, 943, 291, 652, 24712.1, 5476.34, 11.6096, 56, 0, 1, 56, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitOwnership,0,0
7243, 27.9824, 60721.7, 0.55427, 0.0357368, 434, 136, 298, 3373.43, 2170, 15.5098, 32, 6, 1, 26, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitOwnershipBlock,0,0
7244, 86.0492, 499218, 0.134919, 0.0116213, 999, 313, 686, 27734.4, 5801.55, 11.6096, 56, 0, 1, 56, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitOwnershipEqual,0,0
7245, 236.388, 1.62855e+06, 0.0201147, 0.00423033, 1124, 342, 782, 90475.2, 6889.31, 4.75489, 70, 3, 1, 67, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitReductionApply,0,0
7246, 23.625, 12535.2, 0.338624, 0.042328, 189, 63, 126, 696.399, 530.59, 8, 7, 1, 1, 6, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitReductionCreate,0,0
7247, 32.8083, 10236.2, 0.144929, 0.03048, 156, 49, 107, 568.678, 312, 4.75489, 4, 0, 1, 4, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitReductionDestroy,0,0
7248, 51.5259, 43671.4, 0.0922814, 0.0194077, 245, 77, 168, 2426.19, 847.561, 4.75489, 11, 2, 1, 9, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitReductionEnd,0,0
7249, 51.5259, 52640.5, 0.0922814, 0.0194077, 245, 75, 170, 2924.47, 1021.63, 4.75489, 18, 1, 1, 17, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitReductionExtend,0,0
7250, 29.625, 29825.2, 0.270042, 0.0337553, 237, 72, 165, 1656.96, 1006.76, 8, 19, 4, 1, 15, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitReductionGet,0,0
7251, 13.0885, 10627.9, 1.18499, 0.0764028, 203, 71, 132, 590.438, 812, 15.5098, 16, 4, 1, 12, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSplitReduction_Local,0,0
7252, 2, -inf, 1, 0.5, 4, 1, 3, -inf, -inf, 2, 0, 0, 1, 0, 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStackActive,0,0
7253, 3.75, 178.308, 2.13333, 0.266667, 30, 10, 20, 9.90602, 47.5489, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStackCopy,0,0
7254, 6.94023, 531.785, 0.68512, 0.144088, 33, 12, 21, 29.5436, 76.6236, 4.75489, 5, 2, 1, 3, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStackCreate,0,0
7255, 3, 0, 0.666667, 0.333333, 6, 3, 3, 0, 0, 2, 1, 1, 1, 0, 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStackDestroy,0,0
7256, 2.75, 95.8902, 2.90909, 0.363636, 22, 6, 16, 5.32724, 34.8692, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStackPrint,0,0
7257, 20.1898, 5010.22, 0.23551, 0.0495301, 96, 33, 63, 278.345, 248.156, 4.75489, 6, 3, 1, 3, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStackView,0,0
7258, 33.0187, 15551.8, 0.144006, 0.0302859, 157, 50, 107, 863.988, 471, 4.75489, 8, 3, 1, 5, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageInfoDestroy,0,0
7259, 41.8517, 28811.8, 0.113613, 0.0238939, 199, 65, 134, 1600.66, 688.427, 4.75489, 11, 3, 1, 8, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogCreate,0,0
7260, 63.5136, 70978.5, 0.0748641, 0.0157447, 302, 97, 205, 3943.25, 1117.53, 4.75489, 13, 4, 1, 9, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogDestroy,0,0
7261, 11.5421, 2451.38, 1.00585, 0.0866391, 134, 39, 95, 136.188, 212.385, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogGetActive,0,0
7262, 11.5421, 2451.38, 1.00585, 0.0866391, 134, 39, 95, 136.188, 212.385, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogGetClassPerfLog,0,0
7263, 14, 1568, 0.571429, 0.0714286, 112, 34, 78, 87.1111, 112, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogGetClassRegLog,0,0
7264, 19, 8664, 0.421053, 0.0526316, 152, 48, 104, 481.333, 456, 8, 8, 2, 1, 6, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogGetCurrent,0,0
7265, 11.5421, 3093.29, 1.00585, 0.0866391, 134, 39, 95, 171.85, 268, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogGetEventPerfLog,0,0
7266, 14, 1568, 0.571429, 0.0714286, 112, 34, 78, 87.1111, 112, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogGetEventRegLog,0,0
7267, 15.7628, 8653.76, 0.736523, 0.0634407, 183, 55, 128, 480.764, 549, 11.6096, 8, 1, 1, 7, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogGetStage,0,0
7268, 11.5421, 2451.38, 1.00585, 0.0866391, 134, 39, 95, 136.188, 212.385, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogGetVisible,0,0
7269, 50.895, 36949.8, 0.0934254, 0.0196483, 242, 81, 161, 2052.77, 726, 4.75489, 8, 1, 1, 7, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogPop,0,0
7270, 32.75, 29683.7, 0.244275, 0.0305344, 262, 85, 177, 1649.09, 906.371, 8, 11, 3, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogPush,0,0
7271, 32.3007, 51454.2, 0.359423, 0.030959, 375, 114, 261, 2858.57, 1592.97, 11.6096, 19, 4, 1, 15, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogRegister,0,0
7272, 8.87194, 1448.35, 1.30858, 0.112715, 103, 31, 72, 80.4641, 163.251, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogSetActive,0,0
7273, 8.87194, 1448.35, 1.30858, 0.112715, 103, 31, 72, 80.4641, 163.251, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStageLogSetVisible,0,0
7274, 10.3806, 6184.43, 1.49412, 0.096334, 161, 48, 113, 343.579, 595.771, 15.5098, 13, 3, 1, 10, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStartMatlab,0,0
7275, 271.5, 692960, 0.00736648, 0.00368324, 543, 172, 371, 38497.8, 2552.34, 2, 26, 4, 1, 22, 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStopForDebugger,0,0
7276, 45.8476, 25836.1, 0.103711, 0.0218114, 218, 72, 146, 1435.34, 563.522, 4.75489, 6, 1, 1, 5, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrArrayDestroy,0,0
7277, 17.25, 7141.5, 0.463768, 0.057971, 138, 45, 93, 396.75, 414, 8, 8, 1, 1, 7, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrArrayallocpy,0,0
7278, 4.2062, 168.248, 1.13045, 0.237744, 20, 7, 13, 9.34711, 40, 4.75489, 4, 1, 1, 3, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrHash,0,0
7279, 13.6043, 11482, 1.14006, 0.073506, 211, 67, 144, 637.892, 844, 15.5098, 16, 4, 1, 12, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrInList,0,0
7280, 27.875, 16068.5, 0.286996, 0.0358744, 223, 73, 150, 892.692, 576.447, 8, 6, 0, 1, 6, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrNArrayDestroy,0,0
7281, 11.3699, 4213.34, 1.02109, 0.0879518, 132, 42, 90, 234.074, 370.571, 11.6096, 7, 0, 1, 7, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrNArrayallocpy,0,0
7282, 20.2453, 23523.8, 0.766093, 0.0493942, 314, 122, 192, 1306.88, 1161.94, 15.5098, 13, 3, 1, 10, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrToArray,0,0
7283, 1.75, 38.8316, 4.57143, 0.571429, 14, 5, 9, 2.15731, 22.1895, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrToArrayDestroy,0,0
7284, 17.5, 7350, 0.457143, 0.0571429, 140, 44, 96, 408.333, 420, 8, 8, 1, 1, 7, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrallocpy,0,1
7285, 10.4224, 3259.91, 1.11392, 0.0959474, 121, 39, 82, 181.106, 312.78, 11.6096, 6, 0, 1, 6, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrbeginswith,0,0
7286, 10.0778, 2737.8, 1.152, 0.0992277, 117, 40, 77, 152.1, 271.666, 11.6096, 5, 1, 1, 4, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrcasecmp,0,0
7287, 17, 3664.43, 0.470588, 0.0588235, 136, 44, 92, 203.58, 215.555, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrcat,0,0
7288, 7.49377, 1303.92, 1.54924, 0.133444, 87, 28, 59, 72.4398, 174, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrchr,0,0
7289, 10.2501, 2439.52, 1.13264, 0.09756, 119, 41, 78, 135.529, 238, 11.6096, 4, 0, 1, 4, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrcmp,0,0
7290, 3.70382, 369.8, 3.13451, 0.269992, 43, 16, 27, 20.5444, 99.8429, 11.6096, 5, 1, 1, 4, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrcmpNoError,0,0
7291, 12.375, 1941.78, 0.646465, 0.0808081, 99, 31, 68, 107.877, 156.911, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrcpy,0,0
7292, 16.875, 6395.51, 0.474074, 0.0592593, 135, 42, 93, 355.306, 378.993, 8, 7, 1, 1, 6, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrdup,0,0
7293, 12.8342, 6061.82, 0.904589, 0.0779171, 149, 47, 102, 336.768, 472.319, 11.6096, 9, 1, 1, 8, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrendswith,0,0
7294, 14.8153, 7153.78, 0.783626, 0.0674979, 172, 56, 116, 397.432, 482.865, 11.6096, 7, 1, 1, 6, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrendswithwhich,0,0
7295, 11.1976, 2911.37, 1.0368, 0.0893049, 130, 45, 85, 161.743, 260, 11.6096, 4, 0, 1, 4, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrgrt,0,0
7296, 32.8083, 8112, 0.144929, 0.03048, 156, 50, 106, 450.667, 247.254, 4.75489, 3, 0, 1, 3, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStripAllZeros,0,0
7297, 22.2929, 3745.33, 0.213292, 0.0448574, 106, 34, 72, 208.074, 168.006, 4.75489, 3, 0, 1, 3, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStripInitialZero,0,0
7298, 47.53, 27767.1, 0.10004, 0.0210393, 226, 72, 154, 1542.62, 584.202, 4.75489, 6, 1, 1, 5, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStripTrailingZeros,0,0
7299, 30.9156, 7203, 0.153802, 0.0323462, 147, 47, 100, 400.167, 232.989, 4.75489, 3, 0, 1, 3, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStripZeros,0,0
7300, 30.9156, 7203, 0.153802, 0.0323462, 147, 47, 100, 400.167, 232.989, 4.75489, 3, 0, 1, 3, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStripZerosPlus,0,0
7301, 36.1733, 20668.4, 0.131447, 0.0276447, 172, 54, 118, 1148.24, 571.372, 4.75489, 10, 2, 1, 8, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStripe0,0,0
7302, 13.8678, 5184.2, 0.837166, 0.0721096, 161, 50, 111, 288.011, 373.83, 11.6096, 5, 0, 1, 5, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrlcat,0,0
7303, 9.75, 760.5, 0.820513, 0.102564, 78, 25, 53, 42.25, 78, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrlen,0,0
7304, 5.93174, 1267.12, 2.61471, 0.168585, 92, 30, 62, 70.3957, 213.617, 15.5098, 5, 0, 1, 5, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrncmp,0,0
7305, 9.47488, 1651.91, 1.22531, 0.105542, 110, 33, 77, 91.7726, 174.346, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrncpy,0,0
7306, 9.13034, 1935.63, 1.27154, 0.109525, 106, 36, 70, 107.535, 212, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrrchr,0,0
7307, 66.5387, 405614, 0.233094, 0.0150289, 1032, 313, 719, 22534.1, 6095.91, 15.5098, 60, 4, 1, 56, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrreplace,0,0
7308, 8.18285, 2009.48, 1.41878, 0.122207, 95, 31, 64, 111.638, 245.571, 11.6096, 6, 1, 1, 5, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrrstr,0,0
7309, 7.49377, 1033.33, 1.54924, 0.133444, 87, 28, 59, 57.4072, 137.892, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrstr,0,0
7310, 7.49377, 1033.33, 1.54924, 0.133444, 87, 28, 59, 57.4072, 137.892, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrtod,0,0
7311, 21.4516, 2188.06, 0.221656, 0.0466165, 102, 35, 67, 121.559, 102, 4.75489, 2, 1, 1, 1, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrtolower,0,0
7312, 21.4516, 0, 0.221656, 0.0466165, 102, 35, 67, 0, 0, 4.75489, 1, 0, 1, 1, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrtoupper,0,0
7313, 12.0569, 7489.76, 1.28638, 0.08294, 187, 61, 126, 416.098, 621.201, 15.5098, 10, 1, 1, 9, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscStrtoz,0,0
7314, 0.21031, 0, 22.609, 4.75489, 1, 0, 1, 0, 0, 4.75489, 1, 0, 1, 1, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommChild,0,0
7315, 0.21031, 0, 22.609, 4.75489, 1, 0, 1, 0, 0, 4.75489, 1, 0, 1, 1, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommContiguousParent,0,0
7316, 24.75, 17568.1, 0.323232, 0.040404, 198, 65, 133, 976.006, 709.823, 8, 12, 0, 1, 12, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommCreate,0,0
7317, 90.4333, 204073, 0.052579, 0.0110579, 430, 136, 294, 11337.4, 2256.61, 4.75489, 38, 1, 1, 37, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommCreate_contiguous,0,0
7318, 88.9611, 197482, 0.0534491, 0.0112409, 423, 133, 290, 10971.2, 2219.87, 4.75489, 38, 1, 1, 37, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommCreate_interlaced,0,0
7319, 64.7755, 56009.1, 0.0734057, 0.0154379, 308, 102, 206, 3111.62, 864.665, 4.75489, 7, 0, 1, 7, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommDestroy,0,0
7320, 1.125, 16.0477, 7.11111, 0.888889, 9, 3, 6, 0.891541, 14.2647, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommGetChild,0,0
7321, 1.125, 16.0477, 7.11111, 0.888889, 9, 3, 6, 0.891541, 14.2647, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommGetContiguousParent,0,0
7322, 1.125, 16.0477, 7.11111, 0.888889, 9, 3, 6, 0.891541, 14.2647, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommGetParent,0,0
7323, 0.21031, 0, 22.609, 4.75489, 1, 0, 1, 0, 0, 4.75489, 1, 0, 1, 1, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommParent,0,0
7324, 90.6436, 189789, 0.052457, 0.0110322, 431, 131, 300, 10543.8, 2093.79, 4.75489, 29, 10, 1, 19, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommSetFromOptions,0,0
7325, 21.5, 12793, 0.372093, 0.0465116, 172, 52, 120, 710.721, 595.022, 8, 11, 1, 1, 10, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommSetNumber,0,0
7326, 23.75, 12668.2, 0.336842, 0.0421053, 190, 59, 131, 703.788, 533.397, 8, 7, 1, 1, 6, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommSetOptionsPrefix,0,0
7327, 20.375, 7711.41, 0.392638, 0.0490798, 163, 48, 115, 428.412, 378.474, 8, 5, 0, 1, 5, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommSetType,0,0
7328, 48.5803, 155420, 0.238978, 0.0205845, 564, 171, 393, 8634.47, 3199.25, 11.6096, 51, 5, 1, 46, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommSetTypeGeneral,0,0
7329, 53.25, 121533, 0.150235, 0.0187793, 426, 129, 297, 6751.85, 2282.32, 8, 41, 8, 1, 33, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcommView,0,0
7330, 0.84124, 0, 5.65224, 1.18872, 4, 1, 3, 0, 0, 4.75489, 1, 0, 1, 1, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSubcomm_isActiveRank,0,0
7331, 10.5095, 6692.69, 1.47579, 0.095152, 163, 51, 112, 371.816, 636.823, 15.5098, 15, 2, 1, 13, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSynchronizedFGets,0,0
7332, 20.4141, 18420.5, 0.568708, 0.0489858, 237, 75, 162, 1023.36, 902.343, 11.6096, 14, 0, 1, 14, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSynchronizedFPrintf,0,0
7333, 107.625, 542831, 0.0743322, 0.00929152, 861, 269, 592, 30157.3, 5043.72, 8, 58, 6, 1, 52, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSynchronizedFlush,0,0
7334, 28.75, 25834.3, 0.278261, 0.0347826, 230, 73, 157, 1435.24, 898.585, 8, 15, 2, 1, 13, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,PetscSynchronizedPrintf,0,0
